Date,Open,High,Low,Close,Adj Close,Volume,OneDayMA,OneWeekMA,RollingStd,UpperBand,LowerBand
2023-01-02,87.1577,88.400002,87.1577,88.482002,88.482002,0,,,,,
2023-01-03,88.292,88.313004,87.225998,88.300003,88.300003,0,88.3910025,,,,
2023-01-04,87.219002,87.922997,87.219002,87.219002,87.219002,0,87.7595025,,,,
2023-01-05,87.580002,87.807999,86.757004,87.605003,87.605003,0,87.4120025,,,,
2023-01-06,86.819,87.614998,86.647003,86.827003,86.827003,0,87.216003,,,,
2023-01-09,85.691902,88.285004,85.691902,87.500999,87.500999,0,87.164001,,,,
2023-01-10,88.107002,88.247002,87.445999,88.124001,88.124001,0,87.8125,87.72257328571428,0.6041315211995694,88.93083632811341,86.51431024331514
2023-01-11,87.573997,87.935997,87.412003,87.582001,87.582001,0,87.853001,87.59400171428572,0.5028524339561006,88.59970658219792,86.58829684637352
2023-01-12,87.780998,88.143997,87.377998,87.805,87.805,0,87.6935005,87.523287,0.41397300383841684,88.35123300767683,86.69534099232317
2023-01-13,88.002998,88.304001,87.726997,88.011002,88.011002,0,87.90800100000001,87.63642985714286,0.4250312350453158,88.48649232723349,86.78636738705222
2023-01-16,86.944801,88.344002,86.944801,87.952003,87.952003,0,87.9815025,87.68600128571428,0.4407014824900288,88.56740425069434,86.80459832073423
2023-01-17,88.352997,88.615997,87.945999,88.352997,88.352997,0,88.1525,87.90400042857144,0.29990182394236997,88.50380407645618,87.3041967806867
2023-01-18,87.984001,88.273003,87.811996,88.003998,88.003998,0,88.17849749999999,87.97585742857143,0.2418994239147618,88.45965627640095,87.49205858074191
2023-01-19,87.860001,88.063004,87.583,87.863998,87.863998,0,87.933998,87.93871414285715,0.23523060884689864,88.40917536055095,87.46825292516336
2023-01-20,87.932999,88.029999,87.600998,87.936996,87.936996,0,87.900497,87.98942771428572,0.1764257433357767,88.34227920095728,87.63657622761417
2023-01-23,86.851303,88.801003,86.851303,87.862,87.862,0,87.899498,87.99757057142857,0.1675889590554729,88.33274848953951,87.66239265331762
2023-01-24,88.522003,88.762001,88.417999,88.541,88.541,0,88.2015,88.07328457142857,0.2656825258260348,88.60464962308065,87.5419195197765
2023-01-25,88.792999,89.080002,88.490997,88.767998,88.767998,0,88.654499,88.1898552857143,0.3643074789793133,88.91847024367293,87.46124032775568
2023-01-26,88.938004,88.992996,88.364998,88.955002,88.955002,0,88.8615,88.27585599999999,0.4660795802721827,89.20801516054435,87.34369683945563
2023-01-27,88.663002,88.760002,88.323997,88.641998,88.641998,0,88.79849999999999,88.36699885714286,0.46643775933898673,89.29987437582083,87.43412333846489
2023-01-30,87.681198,88.865997,87.681198,88.518997,88.518997,0,88.5804975,88.46057014285715,0.4111345227126743,89.2828391882825,87.6383010974318
2023-01-31,88.372002,88.754997,88.372002,88.375,88.375,0,88.4469985,88.52314214285714,0.3464041845852621,89.21595051202766,87.83033377368662
2023-02-01,88.721001,89.233002,88.650002,88.736,88.736,0,88.5555,88.64799928571429,0.1910713418323546,89.030141969379,88.26585660204958
2023-02-02,89.959999,90.361,89.386002,89.946999,89.946999,0,89.3414995,88.84885628571429,0.5184265000051869,89.88570928572466,87.81200328570392
2023-02-03,89.383003,89.626999,88.797997,89.390999,89.390999,0,89.668999,88.93785642857142,0.554456144603291,90.04676871777801,87.82894413936484
2023-02-06,88.431999,89.099998,88.431999,88.690002,88.690002,0,89.04050050000001,88.8999992857143,0.562084721077967,90.02416872787023,87.77582984355837
2023-02-07,88.685997,88.790001,88.332001,88.704002,88.704002,0,88.697002,88.908857,0.5578136577861146,90.02448431557222,87.79322968442777
2023-02-08,88.844002,88.873001,88.428001,88.831001,88.831001,0,88.76750150000001,88.95342900000001,0.533401124190222,90.02023124838045,87.88662675161957
2023-02-09,88.489998,88.931,88.457001,88.498001,88.498001,0,88.664501,88.97100057142858,0.5127984968143053,89.99659756505719,87.94540357779996
2023-02-10,88.554001,88.580002,87.931,88.563004,88.563004,0,88.53050250000001,88.94628685714285,0.5298953277172126,90.00607751257728,87.88649620170843
2023-02-13,87.278198,88.541,87.278198,88.026001,88.026001,0,88.2945025,88.67185857142856,0.40887231666578955,89.48960320476014,87.85411393809697
2023-02-14,88.563004,89.299004,88.522003,88.546997,88.546997,0,88.28649899999999,88.55128685714286,0.2581098332193055,89.06750652358147,88.03506719070424
2023-02-15,88.929001,88.996002,88.274002,88.929001,88.929001,0,88.737999,88.58542957142858,0.29297045479930006,89.17137048102718,87.99948866182997
2023-02-16,88.420998,88.550003,88.156998,88.403999,88.403999,0,88.6665,88.54257199999999,0.29467223479150656,89.131916469583,87.95322753041698
2023-02-17,88.111,88.304001,87.824997,88.132004,88.132004,0,88.2680015,88.44271528571429,0.29904448013897034,89.04080424599222,87.84462632543635
2023-02-20,86.986603,88.415001,86.985603,88.432999,88.432999,0,88.2825015,88.4334292857143,0.2980491833130672,89.02952765234043,87.83733091908816
2023-02-21,88.250999,88.459999,88.052002,88.257004,88.257004,0,88.3450015,88.389715,0.29831739179104416,88.98634978358209,87.7930802164179
2023-02-22,88.176003,88.276001,87.862,88.184998,88.184998,0,88.221001,88.41242885714284,0.27079184460237293,88.95401254634758,87.8708451679381
2023-02-23,87.791,87.886002,87.324997,87.775002,87.775002,0,87.97999999999999,88.30214385714285,0.35190772540039894,89.00595930794366,87.59832840634205
2023-02-24,87.477997,87.654999,87.250999,87.486,87.486,0,87.63050100000001,88.09600085714285,0.34609985217102673,88.78820056148491,87.4038011528008
2023-02-27,86.549202,87.665001,86.549202,87.370003,87.370003,0,87.4280015,87.94828714285714,0.40787769590340084,88.76404253466394,87.13253175105034
2023-02-28,87.613998,87.823997,87.432999,87.606003,87.606003,0,87.48800299999999,87.87314414285713,0.4167466349799733,88.70663741281707,87.03965087289718
2023-03-01,87.324997,88.055,87.203003,87.341003,87.341003,0,87.473503,87.71714471428571,0.37448910296904137,88.4661229202238,86.96816650834762
2023-03-02,87.836998,88.0,87.240997,87.853996,87.853996,0,87.5974995,87.65957214285716,0.30153235001095424,88.26263684287906,87.05650744283525
2023-03-03,87.216003,87.352997,86.538002,87.216003,87.216003,0,87.5349995,87.5211442857143,0.23525727063768256,87.99165882698966,87.05062974443894
2023-03-06,85.972099,87.392998,85.972099,86.816002,86.816002,0,87.0160025,87.38414428571427,0.3249294293451418,88.03400314440455,86.73428542702399
2023-03-07,87.338997,87.435997,86.476997,87.348,87.348,0,87.08200099999999,87.36443,0.3218918182029294,88.00821363640586,86.72064636359414
2023-03-08,86.447998,86.615997,86.179001,86.440002,86.440002,0,86.894001,87.2315727142857,0.4748095611293975,88.1811918365445,86.28195359202691
2023-03-09,86.383003,86.775002,86.220001,86.383003,86.383003,0,86.41150250000001,87.05685842857143,0.5352354101629225,88.12732924889728,85.98638760824558
2023-03-10,86.751999,87.535004,86.718002,86.735001,86.735001,0,86.55900199999999,86.97028671428572,0.5306054875654399,88.0314976894166,85.90907573915484
2023-03-13,85.848602,88.161003,85.848602,87.125999,87.125999,0,86.9305,86.86628714285713,0.37789900301332496,87.62208514888378,86.11048913683048
2023-03-14,88.129997,88.486,87.910004,88.138,88.138,0,87.6319995,86.99800100000002,0.6096937165511795,88.21738843310237,85.77861356689766
2023-03-15,88.160004,88.539001,87.064003,88.168999,88.168999,0,88.15349950000001,87.1912862857143,0.7424011534989431,88.67608859271219,85.7064839787164
2023-03-16,87.620003,87.832001,87.359001,87.665001,87.665001,0,87.917,87.23657214285713,0.7629381382288695,88.76244841931486,85.71069586639939
2023-03-17,87.615997,87.974998,87.593002,87.615997,87.615997,0,87.640499,87.40457142857143,0.6836568981474641,88.77188522486635,86.0372576322765
2023-03-20,86.787003,88.485001,86.787003,87.942001,87.942001,0,87.778999,87.62728542857143,0.5326566022820085,88.69259863313545,86.5619722240074
2023-03-21,88.367996,89.083,88.334999,88.367996,88.367996,0,88.1549985,87.86057042857144,0.4230574717276785,88.7066853720268,87.01445548511607
2023-03-22,88.987999,89.156998,88.883003,88.996002,88.996002,0,88.681999,88.12771371428572,0.4697369246566694,89.06718756359906,87.18823986497237
2023-03-23,89.615997,89.745003,89.279999,89.625,89.625,0,89.310501,88.34014228571428,0.7359569505430161,89.8120561868003,86.86822838462825
2023-03-24,89.038002,89.056,88.308998,89.045998,89.045998,0,89.335499,88.46542785714284,0.7755495624182567,90.01652698197935,86.91432873230633
2023-03-27,88.529999,88.771004,88.473,88.526001,88.526001,0,88.7859995,88.58842785714286,0.6911277854110298,89.97068342796491,87.20617228632081
2023-03-28,88.745003,89.029999,88.690002,88.753998,88.753998,0,88.63999949999999,88.75099942857143,0.5420225678001166,89.83504456417167,87.6669542929712
2023-03-29,89.018997,89.360001,88.907997,88.982002,88.982002,0,88.868,88.89957100000001,0.40969499462935877,89.71896098925873,88.08018101074128
2023-03-30,89.039001,89.596001,88.906998,89.055,89.055,0,89.018501,88.99771442857141,0.3369622128072702,89.67163885418596,88.32379000295687
2023-03-31,89.458,89.609001,89.123001,89.442001,89.442001,0,89.2485005,89.06142857142856,0.37643777225898456,89.81430411594653,88.3085530269106
2023-04-03,88.871002,89.666,88.857002,89.026001,89.026001,0,89.234001,88.97585728571428,0.2836128880015698,89.54308306171743,88.40863150971114
2023-04-04,89.597,90.011002,89.392998,89.597,89.597,0,89.3115005,89.05457185714285,0.36971707355467426,89.7940060042522,88.3151377100335
2023-04-05,89.888,89.990997,89.292999,89.896004,89.896004,0,89.74650199999999,89.25028657142856,0.4042761929596967,90.05883895734796,88.44173418550916
2023-04-06,89.278,89.382004,89.084999,89.278,89.278,0,89.58700200000001,89.325144,0.3405573096338372,90.00625861926767,88.64402938073232
2023-04-07,89.305,89.315002,88.290001,89.305,89.305,0,89.29150000000001,89.37128657142857,0.306493903461922,89.98427437835241,88.75829876450473
2023-04-10,89.306,89.306,88.289001,89.306,89.306,0,89.3055,89.40714371428571,0.2765429669574244,89.96022964820055,88.85405778037087
2023-04-11,88.317001,89.628998,88.317001,88.317001,88.317001,0,88.8115005,89.24642942857143,0.4941741614646773,90.23477775150079,88.25808110564208
2023-04-12,89.508003,90.100998,89.499001,89.515999,89.515999,0,88.9165,89.31642914285715,0.4924476203741641,90.30132438360548,88.33153390210882
2023-04-13,90.042999,90.292999,89.926003,90.059998,90.059998,0,89.78799849999999,89.38257171428572,0.5625209202067732,90.50761355469926,88.25752987387217
2023-04-14,90.163002,90.387001,89.821999,90.186996,90.186996,0,90.12349699999999,89.424142,0.6150837087847231,90.65430941756945,88.19397458243056
2023-04-17,89.958,90.024002,89.392998,89.907997,89.907997,0,90.0474965,89.51414157142858,0.6358755813487896,90.78589273412616,88.242390408731
2023-04-18,89.517998,90.011002,89.462997,89.511002,89.511002,0,89.70949949999999,89.54357042857143,0.6293162673772736,90.80220296332598,88.28493789381687
2023-04-19,90.046997,90.105003,89.727997,90.029999,90.029999,0,89.7705005,89.64699885714286,0.6431076573984572,90.93321417193978,88.36078354234594
2023-04-20,90.099998,90.141998,89.783997,90.098,90.098,0,90.0639995,89.90142728571429,0.2777576005632483,90.45694248684079,89.3459120845878
2023-04-21,90.011002,90.132004,89.775002,90.011002,90.011002,0,90.054501,89.97214199999999,0.22035704621156724,90.41285609242313,89.53142790757686
2023-04-24,89.068901,90.333,89.068901,90.089996,90.089996,0,90.050499,89.97642742857144,0.2226303742320588,90.42168817703556,89.53116668010732
2023-04-25,90.519997,90.616997,89.890999,90.519997,90.519997,0,90.3049965,90.023999,0.2979577923231655,90.61991458464634,89.42808341535367
2023-04-26,89.936996,90.619003,89.861,89.936996,89.936996,0,90.2284965,90.0281417142857,0.2962729595800688,90.62068763344583,89.43559579512556
2023-04-27,90.220001,90.328003,89.889,90.227997,90.227997,0,90.08249649999999,90.13056957142858,0.19396494063548986,90.51849945269956,89.7426396901576
2023-04-28,90.125999,90.246002,89.581001,90.119003,90.119003,0,90.1735,90.14328442857143,0.18913049364851528,90.52154541586846,89.76502344127441
2023-05-01,88.852997,88.852997,88.852997,89.976997,89.976997,0,90.048,90.1259982857143,0.19921981831304053,90.52443792234038,89.72755864908822
2023-05-02,88.852997,90.018997,88.852997,88.852997,88.852997,0,89.414997,89.96056899999999,0.5250192700829341,91.01060754016586,88.91053045983412
2023-05-03,89.964996,90.335999,89.916,89.948997,89.948997,0,89.400997,89.94042628571427,0.5219217476521923,90.98426978101865,88.89658279040988
2023-05-04,90.442001,90.584999,89.774002,90.454002,90.454002,0,90.20149950000001,89.93099842857143,0.5101714538675854,90.9513413363066,88.91065552083626
2023-05-05,89.987,90.189003,89.642998,89.996002,89.996002,0,90.225002,89.93942785714286,0.5107741804720468,90.96097621808696,88.91787949619876
2023-05-08,89.047997,90.303001,89.047997,89.972,89.972,0,89.984001,89.90285685714285,0.4956087685219914,90.89407439418683,88.91163932009887
2023-05-09,89.856003,90.148003,89.788002,89.845001,89.845001,0,89.9085005,89.86371371428571,0.4864276503790729,90.83656901504385,88.89085841352757
2023-05-10,89.956001,90.060997,89.676003,89.940002,89.940002,0,89.89250150000001,89.85842871428572,0.4851911024637317,90.82881091921318,88.88804650935826
2023-05-11,89.901001,90.007004,89.449997,89.903999,89.903999,0,89.9220005,90.00857185714287,0.20242093554416624,90.4134137282312,89.60372998605453
2023-05-12,89.524002,89.751999,89.149002,89.513,89.513,0,89.7084995,89.94628657142857,0.2771075348284587,90.50050164108549,89.39207150177165
2023-05-15,88.630997,89.519997,88.630997,89.098,89.098,0,89.3055,89.752572,0.3316296427548565,90.41583128550971,89.08931271449029
2023-05-16,89.385002,89.564003,89.260002,89.367996,89.367996,0,89.23299800000001,89.66285685714286,0.339648888950788,90.34215463504444,88.98355907924127
2023-05-17,89.346001,89.433998,89.023003,89.330002,89.330002,0,89.34899899999999,89.57114285714286,0.3287630542830017,90.22866896570886,88.91361674857686
2023-05-18,89.236,89.345001,88.996002,89.278999,89.278999,0,89.30450049999999,89.49028542857143,0.3196600172421992,90.12960546305582,88.85096539408703
2023-05-19,89.065002,89.628998,88.940002,89.056,89.056,0,89.16749949999999,89.36399942857143,0.2851364942209168,89.93427241701326,88.7937264401296
2023-05-22,88.2342,89.646004,88.2342,89.498001,89.498001,0,89.2770005,89.3059997142857,0.17824423226817637,89.66248817882206,88.94951124974935
2023-05-23,89.466003,89.544998,89.094002,89.446999,89.446999,0,89.4725,89.29657099999999,0.16685093833308826,89.63027287666617,88.9628691233338
2023-05-24,89.133003,89.223,88.818001,89.125,89.125,0,89.2859995,89.30042814285714,0.16172890737210663,89.62388595760136,88.97697032811293
2023-05-25,88.829002,88.829002,88.581001,88.837997,88.837997,0,88.9814985,89.22471400000002,0.2331259185660984,89.69096583713221,88.75846216286783
2023-05-26,88.651001,88.810997,88.325996,88.651001,88.651001,0,88.74449899999999,89.12771385714287,0.3104523615813179,89.7486185803055,88.50680913398023
2023-05-29,87.760101,88.648003,87.760101,87.760101,87.760101,0,88.205551,88.91072842857143,0.5910700764933521,90.09286858155814,87.72858827558473
2023-05-30,88.374001,88.745003,88.250999,88.374001,88.374001,0,88.067051,88.8133,0.6186961322293472,90.05069226445869,87.5759077355413
2023-05-31,88.656998,88.674004,88.003998,88.666,88.666,0,88.52000050000001,88.69444271428573,0.5401700155569279,89.77478274539958,87.61410268317188
2023-06-01,88.316002,88.439003,87.885002,88.322998,88.322998,0,88.49449899999999,88.53387114285715,0.4362433342348225,89.4063578113268,87.6613844743875
2023-06-02,88.466003,88.630997,88.196999,88.449997,88.449997,0,88.38649749999999,88.43744214285714,0.34984786259929934,89.13713786805573,87.73774641765854
2023-06-05,87.5868,88.426003,87.5868,88.135002,88.135002,0,88.29249949999999,88.33701428571428,0.3148509506603233,88.96671618703492,87.70731238439363
2023-06-06,88.306,88.603996,88.032997,88.297997,88.297997,0,88.2164995,88.28658514285713,0.28281906155751463,88.85222326597217,87.7209470197421
2023-06-07,88.207001,88.519997,87.984001,88.190002,88.190002,0,88.2439995,88.34799957142857,0.17590734115274437,88.69981425373406,87.99618488912309
2023-06-08,88.387001,88.888,88.269997,88.378998,88.378998,0,88.28450000000001,88.34871342857143,0.17604053376545992,88.70079449610235,87.99663236104051
2023-06-09,88.888,88.912003,88.515999,88.900002,88.900002,0,88.6395,88.38214228571428,0.2521135717358083,88.88636942918589,87.87791514224267
2023-06-12,87.732697,88.863998,87.732697,88.540001,88.540001,0,88.7200015,88.41314271428571,0.2569246515557796,88.92699201739727,87.89929341117416
2023-06-13,88.619003,88.977997,88.598999,88.623001,88.623001,0,88.581501,88.43785757142858,0.2690935871974241,88.97604474582343,87.89967039703373
2023-06-14,88.649002,88.921997,88.498001,88.653,88.653,0,88.6380005,88.5118572857143,0.24176476702587743,88.99538681976605,88.02832775166254
2023-06-15,88.873001,89.565002,88.694,88.880997,88.880997,0,88.7669985,88.59514300000001,0.2558233605697212,89.10678972113945,88.08349627886057
2023-06-16,89.578003,89.769997,89.385002,89.586998,89.586998,0,89.23399749999999,88.79471385714285,0.3944428502918548,89.58359955772656,88.00582815655915
2023-06-19,88.610603,89.616997,88.610603,89.558998,89.558998,0,89.572998,88.96328528571428,0.43701778459366103,89.8373208549016,88.08924971652695
2023-06-20,89.396004,89.769997,89.305,89.403999,89.403999,0,89.4814985,89.03528485714286,0.4654466492904777,89.96617815572381,88.1043915585619
2023-06-21,89.446999,89.807999,89.389999,89.455002,89.455002,0,89.42950049999999,89.16599928571429,0.4303285659468182,90.02665641760792,88.30534215382066
2023-06-22,89.963997,90.169998,89.654999,89.988998,89.988998,0,89.722,89.36114171428571,0.452218940603852,90.2655795954934,88.45670383307801
